age,education_level,lived_in_urban_area,social_clas,household_member,household_income,household_expenditure,percent_monthly_expenditure_for_food,health_factor,price_factor,religious_value_in_type_of_food,religious_value_in_eating_places,religious_value_in_consumption_pattern,custom_value_in_type_of_food,custom_value_in_eating_places,custom_value_in_consumption_pattern,practice_of_food_consumption_based_on_religious_rules,practice_of_food_consumption_based_on_custom_rules,buying_food_product_in_the_right_place_based_on_religious_rules,type_of_dishes_variation_based_on_religious_rules,practice_of_consuming_traditional_food,city_Bandung,city_Denpasar,city_Jakarta,city_Makasar,city_Surabaya,province_Bali,province_DKI Jakarta,province_East Java,province_South Sulawesi,province_West Java,gender_Male,ethnic_Bali,ethnic_Batak,ethnic_Bugis,ethnic_Java,ethnic_Madura,ethnic_Minang,ethnic_Other,ethnic_Sunda,religion_Budha,religion_Catholic,religion_Hindu,religion_Islam,religion_Other,religion_Protestant,occupation_Enterpreneur,occupation_Government Employees,occupation_Independent Worker,occupation_Police Officer‎/Army,occupation_Private Employees,occupation_Teacher‎/Lecturer,time_of_income_receipt_Daily,time_of_income_receipt_Monthly,time_of_income_receipt_Weekly
64,4,23,0,7,3.01,2.07,61,1,4,4,2,4,3,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
54,4,10,0,7,3.04,3.0,58,3,4,3,3,3,3,2,2,3,3,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
47,4,47,1,7,5.06,5.02,34,1,4,4,4,4,4,4,4,4,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
28,4,28,2,7,12.01,11.07,26,3,1,4,2,4,4,2,2,2,3,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
48,2,28,0,5,2.09,2.05,57,1,4,2,3,2,2,3,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25,3,25,2,6,10.03,9.09,24,2,1,3,2,3,3,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
39,3,39,2,6,14.02,13.08,27,4,0,2,3,2,2,3,3,3,4,2,4,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
53,3,21,0,6,3.04,3.0,67,2,3,3,2,3,3,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
57,3,12,1,6,6.07,6.03,36,2,3,2,4,2,2,4,4,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
46,3,34,1,6,5.08,5.04,42,3,3,1,3,1,1,3,3,3,3,2,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
53,4,37,0,7,2.03,1.09,73,2,4,2,3,2,2,3,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
58,3,21,1,6,4.09,4.05,41,4,4,3,3,3,3,3,3,3,4,2,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
62,5,15,1,6,5.09,5.05,33,3,3,4,3,4,4,2,2,3,3,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
33,4,33,2,6,11.04,11.0,19,1,0,2,3,2,2,2,2,3,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
37,3,37,0,6,3.0,2.06,69,2,2,3,4,3,3,2,2,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
32,3,32,2,6,15.07,15.03,23,2,0,2,4,2,2,2,2,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
35,2,35,2,5,13.02,13.01,25,2,1,3,4,3,3,2,2,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
31,3,31,0,6,3.04,3.03,57,2,3,2,2,2,2,2,2,2,3,2,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
27,2,23,1,5,6.08,6.07,43,1,3,4,3,4,4,2,2,3,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
49,2,21,1,5,4.08,4.07,38,3,3,3,2,3,3,2,2,2,3,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
55,3,12,0,6,2.09,2.08,61,2,4,3,4,3,3,2,2,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
54,3,15,0,6,3.05,3.04,58,2,4,4,3,4,3,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
47,4,21,1,7,5.07,5.06,34,4,4,4,4,4,3,2,2,4,4,2,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
28,3,28,2,6,11.03,11.02,26,2,1,4,3,4,4,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
48,3,48,0,6,2.07,2.06,57,2,1,3,4,3,4,4,4,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
26,4,26,2,7,10.01,10.0,24,3,0,4,3,4,2,3,3,3,3,2,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
39,5,39,2,8,12.05,12.04,27,3,1,3,4,3,3,2,2,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
53,4,25,0,7,3.02,3.01,67,2,4,4,3,4,2,2,2,3,4,2,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
57,4,32,1,7,6.02,6.01,36,3,3,4,4,4,3,2,2,4,3,2,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
46,4,36,1,7,6.04,6.03,42,2,2,4,3,4,2,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
53,4,32,0,7,3.07,3.06,73,2,3,3,4,3,1,4,4,4,2,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
58,2,21,1,5,5.09,5.08,41,2,2,4,3,4,2,3,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
62,3,22,1,6,6.07,6.06,33,2,2,4,4,4,3,4,4,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
49,5,29,2,6,10.09,10.08,19,3,1,4,4,4,4,2,2,4,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
38,4,28,0,6,3.09,3.08,69,2,3,4,3,4,2,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
25,4,25,2,6,9.08,9.07,23,4,4,4,4,4,3,2,2,4,4,2,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,5,33,2,6,9.06,9.05,25,3,3,4,3,4,2,2,2,3,3,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
62,4,24,0,7,3.06,3.03,58,2,2,4,4,4,3,2,2,4,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25,5,25,1,6,5.07,5.04,44,1,1,4,2,4,2,2,2,2,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
61,5,26,1,6,6.04,6.01,35,2,2,4,3,4,4,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
32,4,32,0,6,3.04,3.01,59,3,3,3,3,3,3,2,2,3,3,3,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,4,42,0,6,2.09,2.06,65,1,1,3,3,3,3,2,2,3,1,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25,2,25,1,5,5.06,5.03,41,2,2,3,4,3,3,4,4,4,2,3,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
36,3,36,2,6,11.02,10.09,26,3,2,4,4,4,3,4,4,4,2,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
50,2,50,0,5,3.07,3.04,76,2,2,4,4,4,3,4,4,4,2,3,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
55,2,13,2,5,10.06,10.03,22,3,3,4,2,4,4,2,2,2,3,4,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
54,3,19,2,6,11.02,10.09,18,1,1,4,4,4,4,3,3,3,1,4,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
62,3,12,0,6,3.08,3.05,57,2,3,4,4,4,4,2,2,2,3,4,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
26,4,26,1,7,6.02,5.09,43,2,2,2,4,2,2,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
40,3,40,1,6,5.08,5.04,38,2,2,3,4,3,3,2,2,2,2,3,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
33,3,33,0,6,3.01,2.07,61,1,1,4,1,4,2,2,2,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
33,4,33,1,7,3.04,3.0,58,2,2,3,2,3,3,2,2,2,2,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
51,5,51,1,8,5.06,5.02,34,2,2,2,3,2,2,2,2,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40,4,40,2,7,12.01,11.07,26,4,2,4,4,4,1,2,2,4,2,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
61,4,48,0,7,2.09,2.05,57,1,3,4,2,4,2,2,2,2,3,2,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
27,4,27,2,7,10.03,9.09,24,1,1,4,3,4,3,2,2,3,1,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
29,4,29,2,7,14.02,13.08,27,3,3,4,2,4,4,2,2,2,3,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
27,2,27,0,5,3.04,3.01,67,2,2,2,3,2,2,3,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
55,3,35,1,6,6.07,6.04,36,2,2,3,2,3,3,2,2,2,2,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
60,4,41,1,6,5.08,5.05,42,1,1,4,4,4,2,4,4,4,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
26,5,26,0,6,2.03,2.0,73,2,2,4,3,4,3,3,3,3,2,3,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30,4,30,0,6,4.09,4.06,41,2,2,4,3,4,2,3,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
41,5,41,1,6,5.09,5.06,33,2,2,4,3,4,4,3,3,3,2,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
36,4,36,2,7,11.04,11.01,19,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
52,3,32,0,6,3.0,2.06,69,1,1,2,3,2,3,3,3,3,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
63,2,33,2,5,15.07,15.03,23,3,3,3,4,3,3,4,4,4,3,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,3,28,2,6,13.02,12.08,25,4,2,4,4,4,3,4,4,4,2,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
30,2,30,0,5,3.04,3.0,57,2,2,4,4,4,3,4,4,4,2,3,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
61,2,31,1,5,6.08,6.04,43,4,4,4,2,4,4,2,2,2,4,4,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26,5,26,1,6,4.08,4.04,38,2,2,3,3,3,4,3,3,3,2,4,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
27,5,27,0,6,2.09,2.05,61,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
31,4,11,1,7,3.05,3.01,58,3,3,4,2,4,2,2,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
36,3,21,1,6,5.07,5.03,34,2,2,4,3,4,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
56,5,24,2,6,11.03,10.09,26,4,2,4,3,4,2,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
63,4,13,0,7,2.07,2.03,57,2,2,0,3,3,4,3,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
54,5,24,2,8,10.01,9.07,24,3,0,3,4,3,3,2,2,4,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36,4,36,2,7,12.05,12.01,27,4,0,4,4,4,4,2,2,4,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
52,4,21,1,7,3.02,2.08,67,2,3,3,4,3,3,2,2,4,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
63,4,25,1,7,6.02,5.08,36,2,3,4,2,4,4,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
54,4,32,1,7,6.04,6.0,42,1,3,3,4,3,3,2,2,3,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
30,2,10,0,5,3.07,3.03,73,2,4,4,4,4,4,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
43,0,43,0,6,5.09,5.05,41,1,2,3,4,3,3,2,2,3,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,3,29,1,6,6.07,6.03,33,3,2,4,4,4,4,2,2,2,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
36,4,22,2,6,10.09,10.05,19,2,1,4,4,4,4,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
33,1,33,0,6,3.09,3.05,69,1,1,4,4,4,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
60,0,20,0,6,9.08,9.04,23,2,2,4,4,4,3,2,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
54,4,24,1,7,9.06,9.05,25,3,3,4,4,4,2,4,4,4,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
30,4,30,1,6,3.06,3.05,58,2,2,4,4,4,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
45,2,23,2,5,5.07,5.06,44,3,3,2,3,2,2,3,3,3,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32,3,23,0,6,6.04,6.03,35,2,2,4,2,4,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
25,2,12,0,5,3.04,3.03,59,2,2,4,2,4,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31,4,31,1,5,2.09,2.08,65,2,2,3,3,3,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
27,5,27,1,6,5.06,5.05,41,4,1,4,4,4,4,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
52,0,22,2,6,11.02,11.01,26,4,2,2,4,2,2,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
60,4,30,2,7,3.07,3.06,76,4,2,3,2,3,3,4,4,4,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,1,25,2,6,10.06,10.05,22,3,3,2,3,2,2,4,4,4,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
31,3,21,1,6,5.06,5.05,18,3,2,3,2,3,3,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
36,4,12,0,7,3.04,3.03,57,1,1,2,3,2,2,2,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
34,5,34,1,8,6.08,6.07,43,3,2,4,4,4,4,3,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
64,4,23,1,7,4.08,4.07,38,3,2,3,4,3,3,2,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
24,4,24,0,7,2.09,2.08,61,3,1,3,4,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
47,4,24,0,7,3.05,3.04,58,2,2,3,3,3,3,2,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
28,4,28,1,7,5.07,5.06,34,3,1,3,4,3,3,1,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
48,2,48,2,5,11.03,11.02,26,3,1,3,4,3,3,2,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
26,3,6,0,6,2.07,2.06,57,2,2,4,4,4,4,3,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
39,5,21,2,6,10.01,10.0,24,3,2,4,4,4,4,3,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
53,4,32,2,6,12.05,12.04,27,4,2,4,3,4,4,2,2,3,2,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
57,4,31,0,6,3.04,3.01,67,2,3,2,4,2,2,2,2,4,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,2,24,1,5,6.08,6.05,36,1,1,3,4,3,3,4,4,4,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
53,5,30,1,6,4.08,4.05,42,3,3,2,4,2,2,2,2,4,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
58,2,29,0,5,2.09,2.06,73,1,4,4,2,4,4,2,2,2,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
50,2,10,1,5,3.05,3.02,41,3,2,3,3,3,3,2,2,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
54,3,14,1,6,5.07,5.04,33,4,2,4,2,4,4,2,2,2,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
49,3,19,2,6,11.03,11.0,19,4,0,3,3,3,3,3,3,3,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,4,23,0,7,2.07,2.04,69,2,2,4,2,4,4,2,2,2,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
41,3,41,2,6,10.01,9.08,23,3,0,3,1,3,3,1,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
62,0,22,2,6,12.05,12.02,25,4,0,4,2,4,4,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
