age,education_level,lived_in_urban_area,social_clas,household_member,household_income,household_expenditure,percent_monthly_expenditure_for_food,health_factor,price_factor,religious_value_in_type_of_food,religious_value_in_eating_places,religious_value_in_consumption_pattern,custom_value_in_type_of_food,custom_value_in_eating_places,custom_value_in_consumption_pattern,practice_of_food_consumption_based_on_religious_rules,practice_of_food_consumption_based_on_custom_rules,buying_food_product_in_the_right_place_based_on_religious_rules,type_of_dishes_variation_based_on_religious_rules,practice_of_consuming_traditional_food,city_Bandung,city_Denpasar,city_Jakarta,city_Makasar,city_Surabaya,province_Bali,province_DKI Jakarta,province_East Java,province_South Sulawesi,province_West Java,gender_Male,ethnic_Bali,ethnic_Batak,ethnic_Bugis,ethnic_Java,ethnic_Madura,ethnic_Minang,ethnic_Other,ethnic_Sunda,religion_Budha,religion_Catholic,religion_Hindu,religion_Islam,religion_Other,religion_Protestant,occupation_Enterpreneur,occupation_Government Employees,occupation_Independent Worker,occupation_Police Officer‎/Army,occupation_Private Employees,occupation_Teacher‎/Lecturer,time_of_income_receipt_Daily,time_of_income_receipt_Monthly,time_of_income_receipt_Weekly
46,4,46,0,6,2.07,2.06,69,2,3,3,4,3,3,1,1,1,3,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
53,2,23,2,5,10.01,10.0,23,2,1,2,4,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
58,2,34,2,5,12.05,12.04,25,4,0,4,4,3,3,3,3,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
62,3,12,0,6,3.02,3.01,58,2,4,4,4,2,2,2,2,2,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
54,3,34,1,6,6.02,6.01,44,2,2,4,4,1,1,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
43,4,43,1,7,6.04,6.03,35,4,2,4,4,2,2,4,4,4,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
32,2,32,0,5,3.07,3.06,59,2,3,4,4,3,3,2,2,2,4,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
42,2,42,0,5,5.09,5.08,65,1,2,4,4,4,4,3,3,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
38,3,38,1,6,6.07,6.06,41,4,2,4,4,2,2,2,2,2,4,2,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41,3,41,2,6,10.09,10.08,26,3,3,4,3,3,3,3,3,3,3,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
45,4,23,0,7,3.09,3.08,76,1,2,4,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32,4,32,2,6,9.08,9.07,22,4,1,4,3,3,3,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
26,5,26,2,6,9.06,9.05,18,3,1,4,3,2,2,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
31,4,31,0,7,3.06,3.03,57,2,2,4,3,4,4,3,3,3,4,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25,5,25,1,8,5.07,5.04,43,3,1,4,4,3,3,4,4,4,3,1,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
37,4,12,1,7,6.04,6.01,38,4,2,3,4,3,3,4,4,4,4,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
63,4,42,0,7,3.04,3.01,61,2,4,3,4,3,3,4,4,4,4,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,4,40,1,7,2.09,2.06,58,3,1,3,2,3,3,2,2,2,3,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
37,0,37,1,7,5.06,5.03,34,2,2,3,3,3,3,3,3,3,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
38,2,38,2,5,11.02,10.09,26,1,1,4,2,4,4,2,2,2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
61,3,19,0,6,3.07,3.04,57,2,2,4,3,4,4,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32,4,32,2,6,10.06,10.03,24,3,3,4,2,4,4,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
27,5,27,2,6,11.02,10.09,27,2,2,2,1,2,2,1,1,1,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
62,0,23,0,6,3.08,3.05,67,2,1,3,2,3,3,2,2,2,3,3,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
37,0,37,1,6,6.02,5.09,36,2,2,2,3,2,2,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49,4,31,1,7,5.08,5.04,42,2,2,4,2,4,4,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,3,33,0,6,3.01,2.07,73,2,2,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,3,42,0,6,3.04,3.0,41,4,4,4,4,4,4,4,4,4,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
30,4,30,1,6,5.06,5.02,33,4,2,3,2,3,3,2,2,2,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
50,4,20,2,6,12.01,11.07,19,4,2,4,4,4,4,2,2,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,4,35,0,6,2.09,2.05,69,3,3,3,4,3,3,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
42,2,42,2,5,10.03,9.09,23,4,2,4,4,4,4,2,2,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,3,28,2,6,14.02,13.08,25,3,1,4,4,4,4,2,2,2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,4,28,0,6,3.04,3.01,57,2,2,2,4,2,2,2,2,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
38,5,38,1,6,6.07,6.04,43,4,2,3,4,3,3,2,2,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
63,1,12,1,6,5.08,5.05,38,4,1,2,4,2,2,2,2,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
35,3,35,0,6,2.03,2.0,61,4,2,3,4,3,3,2,2,4,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
30,4,30,1,7,4.09,4.06,58,4,1,2,4,2,2,2,2,4,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
61,4,30,1,6,5.09,5.06,34,4,1,1,4,1,1,2,2,4,4,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30,5,30,2,6,11.04,11.01,26,3,2,2,2,2,2,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45,5,15,0,6,3.0,2.06,57,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
27,4,27,2,6,15.07,15.03,24,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
26,4,26,2,6,13.02,12.08,27,3,3,2,3,2,2,3,3,3,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
52,2,22,1,5,3.04,3.0,67,1,1,3,2,3,3,2,2,2,1,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
59,1,29,1,6,6.08,6.04,36,3,3,4,1,4,2,1,1,1,3,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
34,2,34,1,5,4.08,4.04,42,2,2,4,2,4,3,2,2,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
35,2,35,0,5,2.09,2.05,73,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
60,1,20,0,6,3.05,3.01,41,4,4,3,3,3,4,3,3,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
50,2,34,1,5,5.07,5.03,33,2,2,2,4,2,3,4,4,4,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
40,5,40,2,6,11.03,10.09,19,2,2,3,2,3,3,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,4,30,0,6,2.07,2.03,69,2,3,4,3,4,3,3,3,3,3,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
61,4,11,0,6,10.01,9.07,23,2,2,4,2,4,3,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
32,4,32,1,6,12.05,12.01,25,4,4,4,3,4,3,3,3,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
43,3,23,1,6,3.02,2.08,58,3,3,3,2,3,4,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
29,4,29,2,7,6.02,5.08,44,2,2,4,3,4,4,2,2,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36,5,22,0,6,6.04,6.0,35,2,2,4,3,4,4,2,2,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,5,30,0,6,3.07,3.03,59,2,2,2,3,2,2,2,2,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
55,1,21,1,6,5.09,5.05,65,2,2,3,4,3,3,2,2,4,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,3,33,1,6,6.07,6.03,41,1,1,2,4,2,2,2,2,4,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
34,3,34,2,6,10.09,10.05,26,2,2,4,4,4,4,2,2,4,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,2,28,2,5,3.09,3.05,76,4,4,4,2,4,4,2,2,2,4,2,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30,3,30,2,6,9.08,9.04,22,3,3,4,3,4,4,2,2,3,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,2,29,1,5,9.06,9.05,18,2,2,4,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
25,2,25,0,5,3.06,3.05,57,1,1,4,3,3,3,2,2,3,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
36,3,16,1,6,5.07,5.06,43,2,2,4,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
52,3,35,1,6,6.04,6.03,38,3,3,4,3,3,3,2,2,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
59,4,31,0,7,3.04,3.03,61,2,2,4,4,2,2,2,2,4,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
54,2,28,0,5,2.09,2.08,58,0,3,4,2,1,1,2,2,2,3,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
47,3,17,1,6,5.06,5.05,34,2,2,4,3,2,2,3,3,3,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
28,3,12,2,6,11.02,11.01,26,2,2,4,2,3,3,2,2,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
48,5,26,0,6,3.07,3.06,57,2,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
36,4,21,2,6,10.06,10.05,24,4,4,2,2,2,2,2,2,2,4,2,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
39,4,9,2,6,11.02,11.01,27,4,4,3,3,3,3,3,3,3,4,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
53,4,30,0,7,3.08,3.07,67,1,4,2,3,2,2,3,3,3,4,2,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
57,5,22,1,6,6.02,6.01,36,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
46,4,27,1,6,5.08,5.07,42,2,2,2,4,2,2,4,4,4,2,2,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
53,5,32,0,6,3.01,3.0,73,1,1,4,4,4,4,4,4,4,1,4,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
58,4,25,1,6,3.04,3.03,41,2,2,3,4,3,3,4,4,4,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
62,5,14,1,6,5.06,5.05,33,2,2,3,4,3,3,2,2,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,2,26,2,5,12.01,12.0,19,1,1,3,4,3,3,3,3,3,1,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
61,4,11,0,6,2.09,2.08,69,2,2,3,4,3,3,2,2,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
25,2,25,2,5,10.03,10.02,23,1,1,3,4,3,3,3,3,3,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
32,2,12,2,5,14.02,14.01,25,2,2,4,4,4,4,2,2,2,2,4,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
33,4,7,0,6,3.04,3.01,57,2,2,4,1,4,4,1,1,1,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25,5,25,1,6,6.07,6.04,43,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
51,4,35,1,7,5.08,5.05,38,3,3,2,3,2,2,2,2,3,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
32,2,32,0,5,2.03,2.0,61,1,1,3,4,3,3,2,2,4,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
42,3,22,0,6,4.09,4.06,58,3,3,2,2,2,2,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31,3,31,1,6,5.09,5.06,34,2,2,4,3,4,4,2,2,3,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
29,4,29,2,6,11.04,11.01,26,2,2,3,2,3,3,2,2,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41,5,21,0,6,3.0,2.07,57,4,4,4,3,4,4,2,2,3,4,4,4,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
63,4,13,2,6,15.07,15.04,24,3,2,3,2,3,3,2,2,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
54,4,24,2,7,13.02,12.09,27,3,2,4,3,4,4,2,2,3,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
51,3,23,0,6,3.04,3.01,67,1,3,3,3,3,3,2,2,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
24,4,24,1,6,6.08,6.05,36,2,2,4,3,4,4,2,2,3,2,4,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
61,5,41,1,6,4.08,4.04,42,4,4,4,4,4,3,4,4,4,4,3,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
32,4,32,0,6,2.09,2.05,73,1,3,4,4,4,4,4,4,4,3,4,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
42,3,12,1,6,3.05,3.01,41,2,2,2,4,2,3,4,4,4,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
50,2,31,1,5,5.07,5.03,33,2,2,3,2,3,4,2,2,2,2,4,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
56,3,24,2,6,11.03,10.09,19,2,2,2,3,2,3,3,3,3,2,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
26,2,26,0,5,2.07,2.03,69,2,2,3,2,3,4,2,2,2,2,4,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
32,2,32,2,5,10.01,9.07,23,2,1,4,3,4,4,3,3,3,1,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
40,3,40,2,6,12.05,12.01,25,3,2,4,2,4,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
33,4,33,0,6,3.02,2.09,58,2,4,4,1,4,3,1,1,1,4,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
26,3,26,1,6,6.02,5.09,44,3,3,3,2,3,2,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
42,5,12,1,6,6.04,6.01,35,2,2,4,3,4,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
31,4,31,0,6,3.07,3.04,59,1,1,4,2,4,2,2,2,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
27,4,27,0,7,5.09,5.06,65,1,2,4,3,4,1,3,3,3,2,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
52,3,32,1,6,6.07,6.04,41,2,2,2,4,2,2,4,4,4,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
63,0,63,2,6,10.09,10.06,26,2,2,3,4,3,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
55,5,35,0,6,3.09,3.05,76,2,3,4,4,4,4,3,3,3,3,4,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
49,0,19,2,6,9.08,9.04,22,1,1,2,4,2,2,2,2,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
54,5,24,2,6,9.06,9.02,18,3,3,3,4,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
61,2,21,0,5,3.06,3.02,57,1,2,2,4,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27,3,27,1,6,5.07,5.03,43,2,2,3,4,3,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
42,5,42,1,5,6.04,6.0,38,4,4,2,4,2,2,3,3,3,4,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
45,4,45,0,5,3.04,3.0,61,2,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
